year,season,time,total_pedestrian,to_manhattan,to_brooklyn,weather,event
2019,Summer,02:00:00 AM,2,1,1,partly cloudy night,
2019,Fall,07:00:00 AM,308,133,175,clear day,
2019,Summer,12:00:00 PM,1361,530,831,cloudy,
2019,Spring,03:00:00 PM,912,472,440,cloudy,Daylight Saving Time starts
2019,Summer,05:00:00 PM,2441,1041,1400,clear day,
2019,Fall,07:00:00 AM,262,141,121,clear night,
2019,Summer,11:00:00 AM,2270,1214,1056,partly cloudy day,
2019,Fall,09:00:00 AM,465,223,242,cloudy,
2019,Fall,04:00:00 PM,2105,921,1184,partly cloudy day,
2019,Summer,10:00:00 PM,21,9,12,clear night,
2019,Summer,11:00:00 AM,2082,1119,963,partly cloudy day,
2019,Spring,08:00:00 PM,379,163,216,clear night,
2019,Winter,12:00:00 PM,3291,1782,1509,cloudy,
2019,Spring,09:00:00 PM,0,0,0,clear night,
2019,Winter,06:00:00 PM,16,10,6,clear night,
2019,Winter,04:00:00 AM,0,0,0,clear night,
2019,Summer,12:00:00 PM,2692,1442,1250,partly cloudy day,
2019,Fall,10:00:00 AM,2009,1055,954,cloudy,
2019,Spring,06:00:00 AM,133,61,72,clear day,
2019,Summer,12:00:00 AM,7,4,3,partly cloudy night,
2019,Winter,02:00:00 AM,1,1,0,clear night,
2019,Summer,10:00:00 AM,1105,660,445,partly cloudy day,
2019,Summer,12:00:00 AM,4,0,4,partly cloudy night,
2019,Fall,05:00:00 PM,155,94,61,clear night,Veterans Day
2019,Spring,09:00:00 AM,1018,635,383,partly cloudy day,
2019,Summer,01:00:00 PM,2524,1139,1385,cloudy,
2019,Winter,03:00:00 PM,1637,728,909,partly cloudy day,
2019,Winter,07:00:00 PM,2,1,1,clear night,
2019,Fall,04:00:00 AM,0,0,0,cloudy,
2019,Fall,01:00:00 PM,2541,982,1559,clear day,
2019,Summer,03:00:00 AM,0,0,0,partly cloudy night,
2019,Spring,02:00:00 PM,947,355,592,cloudy,Easter Monday
2019,Spring,10:00:00 PM,3,2,1,partly cloudy night,
2019,Winter,12:00:00 AM,2,1,1,cloudy,
2019,Summer,05:00:00 AM,47,23,24,cloudy,
2019,Spring,12:00:00 PM,2240,1059,1181,partly cloudy day,
2019,Summer,09:00:00 AM,822,507,315,clear day,
2019,Summer,09:00:00 AM,597,352,245,partly cloudy day,
2019,Spring,03:00:00 PM,1604,768,836,clear day,
2019,Fall,09:00:00 PM,21,18,3,rain,
2019,Summer,03:00:00 PM,1146,566,580,partly cloudy day,
2019,Summer,05:00:00 AM,35,27,8,partly cloudy night,
2019,Spring,04:00:00 AM,0,0,0,partly cloudy night,
2019,Spring,01:00:00 PM,1559,722,837,cloudy,
2019,Winter,07:00:00 AM,149,63,86,cloudy,
2019,Spring,05:00:00 PM,852,386,466,cloudy,
2019,Summer,02:00:00 AM,1,0,1,partly cloudy night,
2019,Spring,01:00:00 AM,0,0,0,clear night,
2019,Spring,07:00:00 AM,208,86,122,partly cloudy day,
2019,Summer,06:00:00 PM,1828,977,851,partly cloudy day,
2019,Winter,07:00:00 PM,16,13,3,clear night,
2019,Summer,10:00:00 PM,60,49,11,cloudy,
2019,Summer,05:00:00 PM,1839,927,912,partly cloudy day,
2019,Spring,10:00:00 AM,1138,687,451,partly cloudy day,
2019,Spring,10:00:00 AM,1175,652,523,partly cloudy day,
2019,Summer,03:00:00 AM,0,0,0,clear night,
2019,Fall,10:00:00 PM,4,3,1,clear night,Black Friday
2019,Spring,08:00:00 AM,540,216,324,clear day,
2019,Summer,08:00:00 AM,252,109,143,cloudy,
2019,Summer,09:00:00 AM,670,327,343,clear day,
2019,Winter,09:00:00 PM,33,31,2,cloudy,
2019,Fall,01:00:00 AM,6,4,2,clear night,
2019,Summer,03:00:00 PM,880,485,395,partly cloudy day,
2019,Spring,07:00:00 PM,48,44,4,clear night,
2019,Fall,09:00:00 AM,401,211,190,partly cloudy day,
2019,Summer,04:00:00 AM,2,0,2,partly cloudy night,
2019,Summer,10:00:00 PM,64,40,24,clear night,
2019,Winter,11:00:00 AM,1942,933,1009,clear day,
2019,Winter,02:00:00 PM,1495,583,912,clear day,
2019,Fall,10:00:00 PM,50,0,50,clear night,
2019,Fall,07:00:00 PM,25,0,25,rain,
2019,Spring,08:00:00 AM,650,290,360,clear day,
2019,Winter,01:00:00 AM,5,3,2,cloudy,
2019,Winter,06:00:00 AM,33,23,10,cloudy,
2019,Spring,06:00:00 PM,1371,687,684,partly cloudy day,
2019,Fall,08:00:00 PM,78,68,10,cloudy,
2019,Spring,08:00:00 PM,5,0,5,snow,
2019,Spring,12:00:00 AM,1,0,1,clear night,
2019,Fall,03:00:00 AM,0,0,0,cloudy,
2019,Fall,10:00:00 AM,1015,626,389,partly cloudy day,
2019,Fall,01:00:00 AM,0,0,0,clear night,
2019,Winter,11:00:00 PM,14,0,14,clear night,
2019,Summer,09:00:00 AM,530,232,298,partly cloudy day,
2019,Fall,11:00:00 PM,0,0,0,clear night,
2019,Winter,06:00:00 PM,58,45,13,cloudy,
2019,Winter,10:00:00 PM,4,1,3,clear night,
2019,Spring,08:00:00 AM,371,144,227,cloudy,
2019,Spring,02:00:00 AM,0,0,0,cloudy,
2019,Summer,06:00:00 AM,174,96,78,clear night,
2019,Summer,02:00:00 AM,1,0,1,clear night,
2019,Fall,07:00:00 AM,171,82,89,clear day,
2019,Fall,12:00:00 AM,6,0,6,cloudy,
2019,Fall,04:00:00 AM,0,0,0,cloudy,
2019,Spring,11:00:00 PM,1,0,1,clear night,
2019,Winter,07:00:00 AM,215,116,99,cloudy,New Year's Eve
2019,Fall,02:00:00 AM,2,0,2,partly cloudy night,
2019,Winter,10:00:00 PM,2,1,1,cloudy,
2019,Winter,09:00:00 AM,354,191,163,cloudy,
2019,Spring,01:00:00 AM,3,1,2,cloudy,
2019,Spring,04:00:00 PM,3661,1605,2056,partly cloudy day,Easter Sunday
2019,Spring,07:00:00 AM,162,72,90,clear night,
2019,Fall,03:00:00 PM,2313,1187,1126,clear day,
2019,Spring,07:00:00 PM,1182,592,590,cloudy,
2019,Spring,08:00:00 AM,449,146,303,partly cloudy day,
2019,Spring,11:00:00 AM,2228,1147,1081,clear day,
2019,Winter,02:00:00 AM,2,1,1,cloudy,
2019,Winter,09:00:00 PM,29,24,5,partly cloudy night,
2019,Summer,08:00:00 PM,224,112,112,partly cloudy night,
2019,Spring,11:00:00 AM,1231,640,591,partly cloudy day,
2019,Fall,03:00:00 AM,2,2,0,partly cloudy night,
2019,Summer,05:00:00 PM,1880,903,977,partly cloudy day,
2019,Spring,01:00:00 AM,3,1,2,cloudy,
2019,Fall,05:00:00 AM,1,0,1,clear night,
2019,Spring,06:00:00 AM,156,62,94,partly cloudy day,
2019,Fall,07:00:00 PM,42,0,42,clear night,
2019,Summer,09:00:00 PM,1,0,1,clear night,
2019,Winter,07:00:00 PM,9,9,0,clear night,
2019,Spring,04:00:00 PM,2741,1287,1454,partly cloudy day,
2019,Summer,10:00:00 AM,619,360,259,rain,
2019,Fall,04:00:00 PM,2336,1077,1259,clear day,Columbus Day (regional holiday)
2019,Summer,06:00:00 PM,1245,654,591,rain,
2019,Summer,06:00:00 AM,178,88,90,partly cloudy night,
2019,Winter,07:00:00 PM,9,8,1,cloudy,
2019,Summer,03:00:00 AM,0,0,0,partly cloudy night,
2019,Winter,07:00:00 PM,115,114,1,cloudy,
2019,Summer,07:00:00 AM,310,132,178,clear day,
2019,Fall,04:00:00 PM,1877,891,986,clear day,
2019,Summer,07:00:00 AM,297,118,179,partly cloudy day,
2019,Winter,07:00:00 PM,41,25,16,partly cloudy night,
2019,Summer,06:00:00 PM,2236,997,1239,partly cloudy day,
2019,Fall,06:00:00 PM,527,279,248,cloudy,
2019,Winter,01:00:00 AM,0,0,0,clear night,
2019,Summer,01:00:00 AM,1,0,1,clear night,
2019,Summer,02:00:00 AM,5,0,5,clear night,
2019,Summer,06:00:00 AM,174,63,111,partly cloudy day,
2019,Winter,07:00:00 AM,145,56,89,partly cloudy night,
2019,Winter,01:00:00 AM,0,0,0,clear night,
2019,Winter,10:00:00 PM,16,15,1,cloudy,
2019,Summer,04:00:00 PM,1083,516,567,clear day,
2019,Spring,04:00:00 AM,0,0,0,partly cloudy night,
2019,Summer,12:00:00 PM,1630,786,844,cloudy,
2019,Summer,09:00:00 AM,642,334,308,partly cloudy day,
2019,Fall,04:00:00 AM,0,0,0,clear night,
2019,Spring,02:00:00 PM,2309,1130,1179,clear day,
2019,Spring,07:00:00 PM,698,288,410,clear day,
2019,Summer,08:00:00 PM,427,212,215,partly cloudy night,
2019,Spring,12:00:00 PM,1322,603,719,clear day,
2019,Summer,04:00:00 AM,3,0,3,partly cloudy night,
2019,Fall,09:00:00 PM,2,1,1,partly cloudy night,
2019,Fall,10:00:00 PM,36,0,36,clear night,
2019,Fall,04:00:00 PM,1688,830,858,cloudy,
2019,Fall,05:00:00 AM,1,0,1,clear night,
2019,Fall,12:00:00 PM,1846,797,1049,partly cloudy day,
2019,Summer,06:00:00 PM,1511,861,650,cloudy,
2019,Summer,07:00:00 PM,1963,1002,961,partly cloudy day,
2019,Spring,04:00:00 PM,1998,1072,926,clear day,
2019,Spring,06:00:00 AM,31,12,19,rain,
2019,Spring,05:00:00 PM,3127,1423,1704,clear day,
2019,Summer,07:00:00 PM,1453,722,731,partly cloudy day,
2019,Spring,04:00:00 PM,1058,531,527,cloudy,
2019,Fall,12:00:00 PM,1568,675,893,clear day,
2019,Winter,12:00:00 AM,1,0,1,clear night,
2019,Summer,02:00:00 PM,1842,797,1045,partly cloudy day,
2019,Spring,05:00:00 AM,0,0,0,clear night,
2019,Summer,02:00:00 AM,1,0,1,clear night,
2019,Summer,09:00:00 PM,134,89,45,clear night,
2019,Spring,01:00:00 PM,2102,940,1162,partly cloudy day,St. Patrick's Day
2019,Winter,04:00:00 AM,0,0,0,rain,
2019,Spring,12:00:00 PM,1321,709,612,cloudy,
2019,Summer,07:00:00 PM,1440,779,661,clear day,
2019,Spring,05:00:00 AM,1,0,1,sleet,Daylight Saving Time starts
2019,Spring,06:00:00 PM,1588,836,752,partly cloudy day,
2019,Spring,12:00:00 AM,5,0,5,cloudy,
2019,Spring,09:00:00 AM,680,362,318,clear day,
2019,Spring,10:00:00 PM,38,17,21,partly cloudy night,
2019,Summer,11:00:00 PM,40,36,4,clear night,
2019,Winter,09:00:00 AM,244,122,122,cloudy,
2019,Spring,03:00:00 PM,1815,831,984,partly cloudy day,
2019,Spring,04:00:00 PM,2082,952,1130,partly cloudy day,
2019,Fall,05:00:00 PM,1807,920,887,cloudy,
2019,Winter,11:00:00 PM,0,0,0,clear night,
2019,Fall,12:00:00 PM,1652,819,833,partly cloudy day,
2019,Winter,02:00:00 PM,949,430,519,cloudy,
2019,Fall,01:00:00 PM,1888,800,1088,partly cloudy day,
2019,Winter,07:00:00 PM,56,50,6,clear night,
2019,Winter,12:00:00 PM,990,990,0,clear day,
2019,Spring,12:00:00 PM,3066,1509,1557,clear day,
2019,Fall,12:00:00 AM,1,0,1,clear night,
2019,Winter,10:00:00 AM,622,622,0,clear day,
2019,Fall,02:00:00 AM,1,0,1,clear night,Black Friday
2019,Winter,09:00:00 AM,419,221,198,partly cloudy day,
2019,Summer,11:00:00 PM,110,91,19,partly cloudy night,
2019,Summer,02:00:00 AM,2,1,1,clear night,
2019,Summer,12:00:00 PM,1886,856,1030,cloudy,
2019,Winter,04:00:00 PM,4012,2012,2000,partly cloudy day,New Year's Day
2019,Winter,03:00:00 AM,0,0,0,partly cloudy night,
2019,Fall,01:00:00 AM,2,1,1,clear night,
2019,Fall,07:00:00 PM,28,23,5,rain,
2019,Summer,07:00:00 PM,863,435,428,cloudy,Father's Day
2019,Fall,07:00:00 AM,88,28,60,cloudy,
2019,Fall,01:00:00 PM,1616,647,969,partly cloudy day,
2019,Winter,06:00:00 AM,21,13,8,cloudy,
2019,Winter,09:00:00 AM,325,181,144,partly cloudy day,
2019,Winter,10:00:00 AM,337,167,170,cloudy,
2019,Spring,02:00:00 AM,0,0,0,partly cloudy night,
2019,Fall,08:00:00 AM,363,136,227,partly cloudy day,
2019,Winter,08:00:00 AM,279,152,127,partly cloudy day,
2019,Winter,04:00:00 AM,1,0,1,clear night,
2019,Fall,09:00:00 PM,49,29,20,clear night,
2019,Winter,09:00:00 PM,0,0,0,clear night,
2019,Winter,10:00:00 PM,10,0,10,cloudy,
2019,Spring,08:00:00 AM,416,145,271,partly cloudy day,
2019,Summer,05:00:00 PM,1194,557,637,rain,
2019,Winter,11:00:00 PM,6,0,6,clear night,
2019,Summer,01:00:00 PM,1654,702,952,clear day,
2019,Fall,02:00:00 AM,0,0,0,clear night,
2019,Fall,09:00:00 AM,820,489,331,partly cloudy day,
2019,Summer,11:00:00 AM,1493,716,777,clear day,
2019,Spring,10:00:00 AM,1101,551,550,cloudy,
2019,Summer,10:00:00 PM,20,14,6,partly cloudy night,
2019,Winter,10:00:00 PM,8,5,3,clear night,Martin Luther King Jr. Day
2019,Spring,09:00:00 PM,8,7,1,clear night,
2019,Summer,08:00:00 PM,722,166,556,partly cloudy night,
2019,Winter,12:00:00 AM,1,0,1,clear night,
2019,Fall,10:00:00 AM,1163,591,572,clear day,
2019,Spring,09:00:00 AM,538,323,215,partly cloudy day,
2019,Spring,07:00:00 PM,2557,1222,1335,partly cloudy day,
2019,Fall,07:00:00 PM,19,17,2,clear night,
2019,Fall,07:00:00 PM,2,0,2,clear night,
2019,Spring,02:00:00 AM,0,0,0,partly cloudy night,
2019,Spring,05:00:00 AM,0,0,0,cloudy,
2019,Fall,10:00:00 AM,1642,959,683,clear day,
2019,Summer,04:00:00 PM,1586,735,851,cloudy,
2019,Summer,07:00:00 AM,179,89,90,partly cloudy day,
2019,Winter,02:00:00 PM,1574,744,830,clear day,
2019,Winter,07:00:00 AM,18,11,7,rain,
2019,Fall,05:00:00 AM,0,0,0,clear night,
2019,Fall,08:00:00 PM,76,60,16,partly cloudy night,
2019,Winter,11:00:00 AM,1715,843,872,rain,
2019,Fall,09:00:00 AM,883,538,345,partly cloudy day,
2019,Fall,09:00:00 PM,54,48,6,partly cloudy night,
2019,Summer,05:00:00 PM,2909,1322,1587,partly cloudy day,
2019,Winter,07:00:00 AM,10,5,5,rain,
2019,Fall,02:00:00 AM,1,0,1,cloudy,Thanksgiving Day
2019,Summer,07:00:00 AM,193,101,92,clear day,
2019,Summer,04:00:00 PM,1751,800,951,partly cloudy day,
2019,Fall,06:00:00 AM,97,62,35,clear night,Veterans Day
2019,Fall,10:00:00 AM,1441,767,674,clear day,
2019,Spring,09:00:00 AM,479,238,241,cloudy,
2019,Spring,08:00:00 PM,11,8,3,rain,
2019,Fall,04:00:00 AM,0,0,0,clear night,
2019,Fall,06:00:00 AM,60,30,30,clear night,
2019,Winter,12:00:00 PM,1920,1137,783,clear day,
2019,Summer,02:00:00 PM,1569,761,808,partly cloudy day,
2019,Winter,07:00:00 AM,136,79,57,cloudy,
2019,Summer,09:00:00 AM,869,594,275,clear day,
2019,Fall,05:00:00 AM,0,0,0,partly cloudy night,
2019,Spring,11:00:00 AM,1596,778,818,clear day,
2019,Spring,12:00:00 PM,2362,1077,1285,clear day,
2019,Spring,04:00:00 PM,3430,1547,1883,partly cloudy day,
2019,Fall,06:00:00 AM,56,37,19,partly cloudy night,
2019,Summer,06:00:00 PM,2525,1281,1244,partly cloudy day,
2019,Summer,07:00:00 PM,2032,1018,1014,partly cloudy day,
2019,Summer,05:00:00 AM,29,23,6,clear night,
2019,Fall,07:00:00 PM,1675,772,903,partly cloudy day,
2019,Summer,06:00:00 AM,160,76,84,clear day,
2019,Winter,09:00:00 PM,4,1,3,partly cloudy night,
2019,Spring,06:00:00 AM,41,27,14,clear night,
2019,Spring,11:00:00 AM,1447,636,811,partly cloudy day,
2019,Spring,07:00:00 AM,256,123,133,partly cloudy day,
2019,Winter,07:00:00 AM,178,79,99,clear night,
2019,Summer,07:00:00 AM,236,98,138,clear day,
2019,Winter,06:00:00 AM,22,15,7,cloudy,
2019,Fall,04:00:00 PM,2242,958,1284,partly cloudy day,
2019,Winter,02:00:00 AM,2,1,1,clear night,
2019,Spring,05:00:00 AM,0,0,0,cloudy,
2019,Fall,04:00:00 PM,1137,526,611,partly cloudy day,
2019,Spring,04:00:00 PM,1297,692,605,cloudy,
2019,Fall,06:00:00 AM,99,58,41,partly cloudy night,
2019,Summer,12:00:00 PM,2667,1299,1368,clear day,
2019,Winter,05:00:00 AM,0,0,0,partly cloudy night,
2019,Summer,11:00:00 PM,3,2,1,clear night,
2019,Summer,04:00:00 PM,2618,1130,1488,partly cloudy day,
2019,Winter,02:00:00 PM,997,510,487,partly cloudy day,
2019,Winter,12:00:00 AM,4,1,3,partly cloudy night,
2019,Summer,04:00:00 AM,1,0,1,clear night,
2019,Winter,02:00:00 PM,1532,699,833,cloudy,
2019,Winter,10:00:00 PM,18,0,18,rain,
2019,Fall,05:00:00 AM,0,0,0,clear night,
2019,Winter,11:00:00 AM,1733,717,1016,cloudy,
2019,Fall,06:00:00 AM,167,119,48,clear night,Daylight Saving Time ends
2019,Spring,02:00:00 AM,0,0,0,clear night,
2019,Spring,06:00:00 PM,1470,576,894,clear day,
2019,Fall,01:00:00 AM,0,0,0,clear night,
2019,Spring,02:00:00 AM,0,0,0,partly cloudy night,
2019,Summer,09:00:00 AM,961,562,399,clear day,
2019,Spring,01:00:00 PM,3125,1321,1804,clear day,
2019,Fall,04:00:00 AM,0,0,0,clear night,
2019,Fall,10:00:00 PM,2,0,2,clear night,
2019,Spring,02:00:00 PM,2826,1125,1701,cloudy,
2019,Summer,05:00:00 PM,1623,866,757,clear day,
2019,Winter,03:00:00 PM,964,444,520,rain,
2019,Winter,03:00:00 PM,1738,798,940,clear day,
2019,Spring,01:00:00 AM,1,0,1,cloudy,
2019,Spring,07:00:00 AM,259,136,123,partly cloudy day,
2019,Summer,07:00:00 AM,178,91,87,cloudy,
2019,Spring,11:00:00 PM,3,0,3,cloudy,
2019,Winter,04:00:00 PM,1743,765,978,partly cloudy day,
2019,Summer,12:00:00 AM,11,5,6,clear night,
2019,Winter,09:00:00 PM,29,0,29,clear night,
2019,Winter,03:00:00 AM,2,0,2,cloudy,
2019,Summer,02:00:00 PM,3033,1498,1535,partly cloudy day,
2019,Spring,11:00:00 PM,42,28,14,clear night,
2019,Spring,11:00:00 PM,0,0,0,partly cloudy night,
2019,Spring,04:00:00 AM,0,0,0,partly cloudy night,
2019,Spring,12:00:00 PM,1871,791,1080,cloudy,
2019,Summer,05:00:00 AM,59,39,20,cloudy,
2019,Spring,11:00:00 PM,10,6,4,clear night,
2019,Spring,05:00:00 PM,2513,1135,1378,clear day,
2019,Spring,06:00:00 AM,75,29,46,cloudy,
2019,Summer,09:00:00 AM,550,292,258,partly cloudy day,
2019,Spring,04:00:00 AM,0,0,0,clear night,
2019,Fall,11:00:00 PM,43,0,43,clear night,
2019,Winter,11:00:00 PM,11,3,8,clear night,
2019,Winter,08:00:00 PM,15,14,1,cloudy,
2019,Fall,03:00:00 PM,3291,1458,1833,cloudy,
2019,Fall,10:00:00 AM,1861,1147,714,clear day,
2019,Winter,02:00:00 AM,2,1,1,clear night,
2019,Summer,10:00:00 PM,25,9,16,clear night,
2019,Fall,06:00:00 PM,2761,1318,1443,clear day,
2019,Summer,01:00:00 PM,1774,831,943,rain,
2019,Fall,10:00:00 PM,30,0,30,rain,
2019,Spring,07:00:00 PM,41,40,1,clear night,
2019,Winter,01:00:00 PM,2205,1053,1152,clear day,
2019,Spring,10:00:00 AM,891,539,352,partly cloudy day,
2019,Winter,06:00:00 PM,258,96,162,snow,
2019,Fall,05:00:00 AM,0,0,0,partly cloudy night,
2019,Summer,02:00:00 AM,0,0,0,partly cloudy night,
2019,Spring,05:00:00 PM,2015,1014,1001,clear day,
2019,Spring,11:00:00 PM,17,11,6,cloudy,
2019,Summer,01:00:00 PM,203,114,89,rain,
2019,Fall,02:00:00 PM,1868,863,1005,partly cloudy day,
2019,Summer,06:00:00 PM,1974,1063,911,partly cloudy day,
2019,Winter,07:00:00 AM,139,60,79,clear night,
2019,Winter,04:00:00 PM,820,368,452,clear day,
2019,Winter,07:00:00 PM,90,76,14,partly cloudy night,
2019,Summer,01:00:00 AM,1,0,1,clear night,
2019,Summer,03:00:00 AM,0,0,0,rain,
2019,Fall,01:00:00 AM,0,0,0,clear night,
2019,Fall,07:00:00 PM,77,49,28,cloudy,
2019,Summer,02:00:00 AM,0,0,0,clear night,
2019,Spring,08:00:00 PM,104,70,34,clear night,
2019,Fall,11:00:00 PM,0,0,0,clear night,
2019,Summer,09:00:00 PM,66,57,9,rain,
2019,Winter,08:00:00 PM,95,59,36,cloudy,
2019,Summer,10:00:00 PM,27,15,12,clear night,
2019,Summer,12:00:00 PM,2544,1276,1268,clear day,
2019,Summer,07:00:00 PM,1401,794,607,clear day,
2019,Spring,02:00:00 AM,0,0,0,partly cloudy night,
2019,Winter,04:00:00 PM,810,432,378,cloudy,
2019,Winter,07:00:00 PM,63,58,5,cloudy,
2019,Winter,07:00:00 AM,209,115,94,clear night,
2019,Fall,08:00:00 AM,303,117,186,cloudy,
2019,Spring,11:00:00 AM,2161,976,1185,partly cloudy day,Easter Monday
2019,Winter,02:00:00 PM,3764,2273,1491,clear day,
2019,Winter,03:00:00 PM,978,482,496,clear day,
2019,Spring,04:00:00 PM,1428,681,747,clear day,
2019,Winter,12:00:00 PM,1142,499,643,clear day,
2019,Summer,03:00:00 PM,3599,1518,2081,partly cloudy day,
2019,Winter,02:00:00 PM,1099,469,630,partly cloudy day,
2019,Spring,03:00:00 PM,1935,920,1015,clear day,
2019,Summer,11:00:00 AM,2365,1284,1081,partly cloudy day,
2019,Fall,01:00:00 AM,0,0,0,clear night,
2019,Summer,12:00:00 AM,36,0,36,partly cloudy night,
2019,Spring,02:00:00 PM,1412,690,722,cloudy,
2019,Spring,08:00:00 PM,288,142,146,cloudy,
2019,Fall,02:00:00 AM,1,0,1,partly cloudy night,
2019,Fall,02:00:00 AM,2,0,2,clear night,
2019,Fall,09:00:00 PM,63,48,15,partly cloudy night,
2019,Fall,05:00:00 AM,0,0,0,cloudy,
2019,Summer,01:00:00 AM,0,0,0,clear night,
2019,Fall,11:00:00 PM,2,0,2,cloudy,
2019,Fall,08:00:00 PM,61,52,9,partly cloudy night,
2019,Spring,11:00:00 AM,1591,818,773,cloudy,
2019,Winter,04:00:00 PM,488,229,259,rain,
2019,Spring,08:00:00 AM,612,405,207,partly cloudy day,
2019,Winter,07:00:00 AM,229,148,81,partly cloudy night,
2019,Spring,04:00:00 AM,0,0,0,partly cloudy night,Tax Day
2019,Fall,07:00:00 AM,348,164,184,clear day,
2019,Fall,03:00:00 AM,0,0,0,clear night,
2019,Winter,12:00:00 AM,1,0,1,clear night,
2019,Fall,01:00:00 AM,0,0,0,partly cloudy night,
2019,Spring,07:00:00 AM,96,50,46,clear day,
2019,Summer,02:00:00 AM,0,0,0,clear night,
2019,Spring,02:00:00 PM,1763,875,888,partly cloudy day,
2019,Winter,11:00:00 AM,1298,623,675,cloudy,
2019,Spring,11:00:00 AM,1399,723,676,partly cloudy day,
2019,Winter,12:00:00 AM,1,0,1,clear night,
2019,Fall,10:00:00 PM,39,28,11,clear night,
2019,Fall,01:00:00 AM,1,0,1,clear night,
2019,Fall,09:00:00 AM,848,502,346,cloudy,
2019,Summer,01:00:00 AM,0,0,0,cloudy,
2019,Fall,03:00:00 PM,1472,612,860,cloudy,
2019,Spring,02:00:00 AM,0,0,0,partly cloudy night,
2019,Fall,07:00:00 AM,255,115,140,cloudy,
2019,Winter,11:00:00 PM,5,4,1,partly cloudy night,
2019,Spring,01:00:00 AM,0,0,0,clear night,
2019,Fall,02:00:00 AM,1,0,1,clear night,
2019,Summer,04:00:00 AM,1,0,1,partly cloudy night,
2019,Winter,09:00:00 AM,498,272,226,clear day,
2019,Fall,03:00:00 AM,0,0,0,clear night,Daylight Saving Time ends
2019,Summer,11:00:00 AM,1945,1116,829,partly cloudy day,
2019,Summer,03:00:00 PM,2343,1166,1177,partly cloudy day,
2019,Fall,11:00:00 AM,2266,1168,1098,clear day,
2019,Fall,09:00:00 AM,874,447,427,clear day,
2019,Spring,06:00:00 AM,130,53,77,clear night,
2019,Fall,11:00:00 AM,1876,924,952,clear day,
2019,Spring,02:00:00 PM,2950,1400,1550,clear day,
2019,Summer,10:00:00 AM,1641,983,658,partly cloudy day,
2019,Spring,01:00:00 AM,0,0,0,partly cloudy night,
2019,Spring,07:00:00 AM,40,18,22,rain,
2019,Fall,01:00:00 AM,0,0,0,partly cloudy night,
2019,Winter,07:00:00 AM,81,38,43,clear night,
2019,Winter,02:00:00 AM,4,0,4,rain,
2019,Summer,12:00:00 PM,1599,842,757,cloudy,
2019,Summer,01:00:00 PM,2761,1272,1489,clear day,
2019,Summer,12:00:00 AM,3,2,1,partly cloudy night,
2019,Summer,03:00:00 PM,2370,1066,1304,partly cloudy day,
2019,Winter,01:00:00 PM,1937,890,1047,clear day,
2019,Spring,04:00:00 AM,0,0,0,rain,
2019,Spring,02:00:00 AM,3,0,3,cloudy,
2019,Summer,05:00:00 AM,95,56,39,clear night,
2019,Spring,04:00:00 PM,847,411,436,cloudy,Cinco de Mayo
2019,Spring,12:00:00 AM,8,5,3,clear night,
2019,Spring,01:00:00 PM,2806,1204,1602,clear day,
2019,Fall,12:00:00 AM,0,0,0,clear night,
2019,Winter,08:00:00 AM,213,83,130,clear day,
2019,Spring,02:00:00 AM,0,0,0,clear night,St. Patrick's Day
2019,Fall,07:00:00 AM,374,193,181,partly cloudy night,
2019,Spring,01:00:00 PM,2367,1111,1256,clear day,
2019,Winter,03:00:00 PM,193,81,112,fog,
2019,Fall,02:00:00 AM,1,0,1,partly cloudy night,
2019,Winter,02:00:00 AM,1,0,1,clear night,
2019,Fall,10:00:00 PM,0,0,0,clear night,
2019,Fall,07:00:00 PM,64,0,64,clear night,
2019,Fall,11:00:00 AM,2042,940,1102,cloudy,
2019,Fall,09:00:00 PM,62,51,11,clear night,
2019,Winter,07:00:00 PM,61,0,61,clear night,Christmas Eve
2019,Spring,10:00:00 PM,1,0,1,clear night,
2019,Spring,03:00:00 AM,0,0,0,clear night,
2019,Summer,07:00:00 PM,2329,1201,1128,partly cloudy day,
2019,Fall,10:00:00 PM,33,30,3,partly cloudy night,
2019,Winter,01:00:00 PM,1493,716,777,partly cloudy day,
2019,Summer,04:00:00 PM,2227,1071,1156,partly cloudy day,
2019,Fall,01:00:00 AM,4,2,2,cloudy,
2019,Fall,10:00:00 PM,18,14,4,cloudy,Daylight Saving Time ends
2019,Fall,06:00:00 AM,134,86,48,clear night,
2019,Summer,03:00:00 AM,0,0,0,partly cloudy night,
2019,Fall,08:00:00 PM,25,24,1,rain,
2019,Summer,08:00:00 AM,363,205,158,clear day,
2019,Summer,08:00:00 PM,3,2,1,partly cloudy day,
2019,Fall,03:00:00 AM,0,0,0,cloudy,
2019,Fall,07:00:00 AM,271,125,146,partly cloudy night,
2019,Spring,11:00:00 PM,2,0,2,cloudy,
2019,Summer,10:00:00 PM,45,35,10,partly cloudy night,
2019,Fall,10:00:00 PM,35,13,22,partly cloudy night,
2019,Spring,08:00:00 PM,942,414,528,partly cloudy day,
2019,Summer,09:00:00 PM,57,45,12,rain,
2019,Summer,08:00:00 AM,337,144,193,partly cloudy day,
2019,Fall,11:00:00 AM,1001,448,553,fog,
2019,Fall,09:00:00 AM,621,335,286,partly cloudy day,
2019,Winter,09:00:00 PM,72,44,28,cloudy,
2019,Summer,12:00:00 AM,6,3,3,partly cloudy night,
2019,Winter,10:00:00 AM,441,249,192,partly cloudy day,
2019,Fall,10:00:00 PM,19,16,3,clear night,
