year,season,time,total_pedestrian,to_manhattan,to_brooklyn,weather,event
2019,Spring,09:00:00 PM,33,16,17,cloudy,
2019,Spring,08:00:00 AM,483,151,332,cloudy,
2019,Winter,02:00:00 AM,1,0,1,clear night,
2019,Fall,06:00:00 AM,95,57,38,partly cloudy night,
2019,Spring,05:00:00 PM,1605,853,752,partly cloudy day,
2019,Fall,04:00:00 AM,0,0,0,clear night,
2019,Fall,07:00:00 PM,5,2,3,cloudy,
2019,Fall,09:00:00 PM,11,7,4,clear night,
2019,Fall,04:00:00 PM,1654,805,849,partly cloudy day,
2019,Spring,10:00:00 AM,932,558,374,partly cloudy day,St. Patrick's Day
2019,Spring,03:00:00 PM,2868,1344,1524,partly cloudy day,
2019,Summer,01:00:00 PM,1559,653,906,partly cloudy day,
2019,Fall,09:00:00 AM,578,319,259,partly cloudy day,
2019,Spring,12:00:00 PM,1324,586,738,clear day,
2019,Summer,04:00:00 PM,2423,1184,1239,clear day,
2019,Summer,10:00:00 PM,17,7,10,cloudy,
2019,Spring,08:00:00 PM,515,255,260,partly cloudy day,
2019,Winter,02:00:00 PM,479,225,254,snow,
2019,Fall,09:00:00 AM,768,478,290,partly cloudy day,Labor Day
2019,Summer,10:00:00 PM,50,36,14,partly cloudy night,
2019,Fall,09:00:00 PM,51,44,7,partly cloudy night,
2019,Spring,02:00:00 AM,1,0,1,cloudy,
2019,Spring,09:00:00 PM,19,13,6,partly cloudy night,
2019,Fall,06:00:00 PM,1175,578,597,partly cloudy day,
2019,Fall,03:00:00 PM,1696,799,897,clear day,
2019,Fall,11:00:00 AM,1540,708,832,partly cloudy day,
2019,Fall,09:00:00 PM,40,33,7,partly cloudy night,
2019,Spring,08:00:00 PM,9,8,1,cloudy,
2019,Winter,05:00:00 PM,33,31,2,cloudy,
2019,Spring,10:00:00 PM,3,3,0,clear night,
2019,Spring,06:00:00 AM,17,8,9,snow,
2019,Spring,07:00:00 AM,282,126,156,cloudy,
2019,Fall,03:00:00 AM,1,0,1,partly cloudy night,
2019,Fall,12:00:00 AM,33,32,1,partly cloudy night,
2019,Winter,08:00:00 AM,145,47,98,cloudy,
2019,Fall,05:00:00 AM,0,0,0,partly cloudy night,
2019,Winter,07:00:00 AM,164,42,122,clear day,
2019,Fall,04:00:00 PM,597,290,307,partly cloudy day,
2019,Winter,02:00:00 PM,1408,655,753,partly cloudy day,
2019,Fall,11:00:00 AM,1549,782,767,partly cloudy day,
2019,Summer,11:00:00 PM,69,67,2,rain,
2019,Winter,01:00:00 PM,1458,672,786,cloudy,
2019,Spring,09:00:00 PM,53,52,1,partly cloudy night,
2019,Summer,03:00:00 AM,0,0,0,partly cloudy night,
2019,Summer,07:00:00 PM,1951,848,1103,clear day,
2019,Fall,10:00:00 AM,1057,624,433,cloudy,
2019,Summer,07:00:00 PM,86,54,32,rain,
2019,Fall,11:00:00 AM,1285,588,697,cloudy,
2019,Summer,04:00:00 AM,1,0,1,cloudy,
2019,Spring,02:00:00 AM,0,0,0,clear night,Easter Monday
2019,Fall,01:00:00 AM,2,0,2,rain,
2019,Fall,01:00:00 AM,0,0,0,clear night,
2019,Fall,01:00:00 PM,1992,871,1121,partly cloudy day,
2019,Spring,05:00:00 PM,1521,760,761,partly cloudy day,
2019,Spring,03:00:00 AM,0,0,0,partly cloudy night,
2019,Summer,05:00:00 PM,2936,1362,1574,partly cloudy day,
2019,Fall,11:00:00 AM,428,221,207,cloudy,
2019,Fall,07:00:00 AM,192,92,100,clear night,Black Friday
2019,Spring,12:00:00 PM,408,217,191,rain,Daylight Saving Time starts
2019,Fall,05:00:00 PM,2363,1207,1156,clear day,
2019,Fall,11:00:00 AM,1672,757,915,clear day,
2019,Fall,10:00:00 PM,0,0,0,clear night,
2019,Summer,02:00:00 PM,70,42,28,partly cloudy day,
2019,Spring,04:00:00 AM,0,0,0,cloudy,
2019,Spring,02:00:00 AM,5,4,1,cloudy,Cinco de Mayo
2019,Spring,12:00:00 AM,51,49,2,partly cloudy night,
2019,Summer,01:00:00 PM,2049,974,1075,partly cloudy day,
2019,Fall,11:00:00 PM,7,0,7,rain,
2019,Spring,09:00:00 AM,1266,726,540,partly cloudy day,Easter Sunday
2019,Winter,07:00:00 AM,112,47,65,partly cloudy night,
2019,Summer,04:00:00 AM,1,0,1,clear night,
2019,Winter,07:00:00 AM,102,44,58,cloudy,
2019,Winter,10:00:00 AM,831,494,337,clear day,
2019,Winter,06:00:00 PM,54,42,12,clear night,
2019,Fall,07:00:00 AM,233,95,138,clear day,
2019,Fall,10:00:00 AM,3312,2555,757,partly cloudy day,
2019,Fall,01:00:00 AM,0,0,0,clear night,
2019,Spring,01:00:00 PM,2545,1164,1381,clear day,
2019,Spring,06:00:00 AM,116,56,60,clear day,
2019,Winter,03:00:00 AM,0,0,0,cloudy,Presidents' Day (regional holiday)
2019,Fall,08:00:00 PM,24,23,1,clear night,
2019,Summer,11:00:00 AM,1390,700,690,cloudy,
2019,Winter,07:00:00 PM,65,59,6,partly cloudy night,
2019,Summer,08:00:00 AM,400,181,219,partly cloudy day,
2019,Spring,04:00:00 PM,1617,748,869,partly cloudy day,
2019,Winter,10:00:00 PM,33,0,33,clear night,
2019,Winter,09:00:00 PM,81,0,81,rain,
2019,Fall,09:00:00 PM,5,3,2,cloudy,
2019,Fall,07:00:00 AM,224,90,134,partly cloudy day,
2019,Spring,09:00:00 PM,15,7,8,cloudy,
2019,Winter,11:00:00 AM,1137,441,696,cloudy,
2019,Winter,08:00:00 PM,48,45,3,partly cloudy night,
2019,Winter,10:00:00 AM,394,233,161,clear day,
2019,Spring,09:00:00 PM,31,25,6,rain,
2019,Summer,06:00:00 PM,1963,1093,870,partly cloudy day,
2019,Summer,11:00:00 PM,8,6,2,rain,
2019,Fall,05:00:00 PM,1708,925,783,partly cloudy day,
2019,Winter,12:00:00 AM,14,11,3,cloudy,
2019,Spring,03:00:00 AM,0,0,0,cloudy,
2019,Fall,04:00:00 AM,0,0,0,cloudy,
2019,Summer,04:00:00 AM,0,0,0,clear night,
2019,Winter,10:00:00 PM,84,83,1,partly cloudy night,
2019,Winter,09:00:00 PM,5,4,1,clear night,
2019,Spring,02:00:00 AM,4,1,3,cloudy,
2019,Fall,05:00:00 AM,2,0,2,clear night,Daylight Saving Time ends
2019,Fall,11:00:00 AM,1720,773,947,clear day,
2019,Fall,01:00:00 PM,2413,949,1464,clear day,
2019,Summer,07:00:00 AM,306,139,167,clear day,
2019,Spring,01:00:00 AM,0,0,0,clear night,
2019,Spring,04:00:00 PM,3614,1588,2026,partly cloudy day,
2019,Summer,11:00:00 PM,16,10,6,partly cloudy night,
2019,Winter,04:00:00 AM,0,0,0,partly cloudy night,
2019,Spring,05:00:00 AM,1,1,0,cloudy,
2019,Spring,08:00:00 AM,279,109,170,partly cloudy day,Tax Day
2019,Winter,09:00:00 AM,280,126,154,partly cloudy day,
2019,Winter,10:00:00 AM,1071,603,468,clear day,
2019,Fall,08:00:00 AM,293,116,177,partly cloudy day,
2019,Summer,08:00:00 AM,304,150,154,partly cloudy day,
2019,Fall,07:00:00 PM,910,498,412,partly cloudy day,
2019,Summer,01:00:00 PM,3223,1468,1755,partly cloudy day,
2019,Winter,06:00:00 AM,13,10,3,clear night,Christmas Day
2019,Winter,11:00:00 PM,4,3,1,partly cloudy night,
2019,Spring,12:00:00 AM,14,14,0,partly cloudy night,
2019,Summer,05:00:00 PM,2587,1209,1378,partly cloudy day,
2019,Winter,03:00:00 PM,1581,716,865,clear day,
2019,Summer,10:00:00 PM,43,21,22,partly cloudy night,
2019,Winter,01:00:00 PM,962,459,503,cloudy,
2019,Fall,06:00:00 PM,3137,1498,1639,partly cloudy day,
2019,Winter,09:00:00 AM,312,171,141,clear day,
2019,Spring,11:00:00 AM,2506,1253,1253,clear day,
2019,Winter,08:00:00 AM,416,218,198,clear day,
2019,Summer,08:00:00 AM,461,232,229,partly cloudy day,
2019,Fall,02:00:00 PM,2317,1038,1279,partly cloudy day,
2019,Fall,03:00:00 AM,0,0,0,partly cloudy night,Thanksgiving Day
2019,Spring,02:00:00 AM,1,0,1,rain,
2019,Spring,04:00:00 AM,0,0,0,cloudy,
2019,Fall,12:00:00 AM,1,0,1,clear night,
2019,Spring,06:00:00 AM,134,62,72,partly cloudy day,
2019,Spring,01:00:00 PM,3272,1494,1778,partly cloudy day,
2019,Summer,06:00:00 AM,106,55,51,partly cloudy day,
2019,Fall,06:00:00 AM,67,47,20,partly cloudy night,
2019,Winter,10:00:00 AM,178,103,75,rain,
2019,Spring,04:00:00 AM,0,0,0,clear night,
2019,Winter,07:00:00 PM,41,27,14,partly cloudy night,
2019,Fall,08:00:00 PM,15,0,15,partly cloudy night,
2019,Fall,07:00:00 AM,218,106,112,clear day,Veterans Day
2019,Winter,01:00:00 AM,1,0,1,cloudy,
2019,Winter,05:00:00 AM,0,0,0,clear night,
2019,Fall,08:00:00 PM,62,60,2,partly cloudy night,Daylight Saving Time ends
2019,Winter,05:00:00 PM,30,29,1,partly cloudy night,
2019,Winter,11:00:00 AM,581,307,274,clear day,
2019,Winter,10:00:00 PM,7,5,2,cloudy,
2019,Fall,06:00:00 PM,85,83,2,clear night,
2019,Spring,02:00:00 PM,2073,1017,1056,cloudy,
2019,Fall,05:00:00 AM,0,0,0,clear night,
2019,Summer,02:00:00 PM,1907,836,1071,partly cloudy day,
2019,Winter,01:00:00 AM,2,0,2,clear night,
2019,Spring,11:00:00 PM,0,0,0,partly cloudy night,
2019,Summer,09:00:00 AM,1203,691,512,cloudy,
2019,Fall,11:00:00 AM,3245,1655,1590,cloudy,
2019,Summer,04:00:00 PM,1896,900,996,partly cloudy day,
2019,Fall,01:00:00 AM,2,0,2,partly cloudy night,
2019,Winter,07:00:00 AM,121,72,49,cloudy,
2019,Spring,04:00:00 PM,3123,1388,1735,clear day,
2019,Winter,01:00:00 AM,5,0,5,cloudy,
2019,Spring,06:00:00 AM,94,50,44,partly cloudy day,
2019,Winter,05:00:00 PM,67,61,6,cloudy,
2019,Spring,05:00:00 PM,650,356,294,rain,Easter Monday
2019,Spring,01:00:00 PM,1328,642,686,cloudy,
2019,Spring,11:00:00 AM,1005,525,480,cloudy,
2019,Summer,10:00:00 PM,28,12,16,partly cloudy night,
2019,Winter,06:00:00 PM,21,17,4,clear night,
2019,Summer,01:00:00 PM,2717,1230,1487,partly cloudy day,
2019,Spring,12:00:00 AM,27,26,1,clear night,
2019,Winter,09:00:00 PM,15,0,15,rain,
2019,Fall,09:00:00 AM,682,399,283,partly cloudy day,
2019,Winter,10:00:00 PM,27,26,1,cloudy,
2019,Summer,07:00:00 PM,1308,700,608,clear day,
2019,Spring,06:00:00 PM,307,194,113,clear night,
2019,Spring,03:00:00 AM,0,0,0,partly cloudy night,
2019,Fall,10:00:00 PM,30,30,0,cloudy,
2019,Spring,04:00:00 AM,0,0,0,clear night,
2019,Spring,04:00:00 PM,2004,1012,992,partly cloudy day,
2019,Summer,08:00:00 PM,1739,662,1077,clear day,
2019,Winter,02:00:00 PM,695,304,391,partly cloudy day,
2019,Fall,01:00:00 PM,2234,938,1296,cloudy,
2019,Spring,03:00:00 PM,2972,1221,1751,cloudy,
2019,Fall,06:00:00 AM,27,22,5,clear night,
2019,Spring,01:00:00 PM,2092,956,1136,clear day,
2019,Spring,06:00:00 AM,77,40,37,partly cloudy night,
2019,Spring,11:00:00 AM,1733,854,879,partly cloudy day,
2019,Winter,06:00:00 PM,115,69,46,clear night,
2019,Fall,10:00:00 AM,1540,832,708,partly cloudy day,
2019,Spring,06:00:00 PM,1765,994,771,partly cloudy day,
2019,Fall,07:00:00 PM,1034,444,590,clear night,
2019,Fall,03:00:00 PM,3292,1578,1714,clear day,
2019,Fall,09:00:00 PM,8,0,8,clear night,Black Friday
2019,Summer,12:00:00 PM,1607,715,892,cloudy,
2019,Spring,05:00:00 PM,1042,531,511,cloudy,
2019,Spring,08:00:00 PM,188,140,48,cloudy,
2019,Summer,04:00:00 AM,1,0,1,cloudy,
2019,Spring,11:00:00 AM,1570,773,797,partly cloudy day,
2019,Spring,07:00:00 AM,184,84,100,clear night,
2019,Winter,07:00:00 AM,112,55,57,cloudy,
2019,Summer,02:00:00 AM,0,0,0,clear night,
2019,Fall,07:00:00 PM,72,69,3,partly cloudy night,
2019,Summer,11:00:00 PM,17,4,13,clear night,
2019,Summer,10:00:00 PM,21,6,15,clear night,
2019,Winter,03:00:00 AM,0,0,0,clear night,
2019,Winter,06:00:00 AM,15,5,10,clear night,
2019,Fall,08:00:00 PM,54,53,1,cloudy,
2019,Summer,11:00:00 PM,19,12,7,partly cloudy night,
2019,Summer,02:00:00 AM,1,0,1,partly cloudy night,
2019,Fall,09:00:00 PM,11,6,5,partly cloudy night,
2019,Fall,08:00:00 PM,91,65,26,partly cloudy night,
2019,Summer,02:00:00 AM,0,0,0,clear night,
2019,Winter,09:00:00 AM,72,37,35,rain,
2019,Winter,07:00:00 PM,2,2,0,rain,
2019,Spring,12:00:00 PM,2004,935,1069,clear day,
2019,Spring,06:00:00 AM,32,28,4,clear night,
2019,Fall,01:00:00 AM,2,1,1,clear night,
2019,Spring,04:00:00 PM,821,422,399,partly cloudy day,
2019,Fall,03:00:00 PM,1859,807,1052,partly cloudy day,
2019,Fall,05:00:00 PM,3190,1398,1792,partly cloudy day,
2019,Fall,09:00:00 AM,718,366,352,partly cloudy day,
2019,Fall,02:00:00 AM,0,0,0,clear night,
2019,Spring,07:00:00 PM,963,475,488,partly cloudy day,
2019,Spring,11:00:00 AM,1427,706,721,clear day,
2019,Fall,07:00:00 PM,284,130,154,clear night,
2019,Fall,09:00:00 PM,31,19,12,cloudy,
2019,Spring,03:00:00 AM,0,0,0,cloudy,
2019,Summer,02:00:00 AM,4,3,1,cloudy,
2019,Fall,08:00:00 PM,42,41,1,clear night,
2019,Winter,01:00:00 PM,1530,619,911,clear day,
2019,Summer,06:00:00 PM,2296,1048,1248,partly cloudy day,
2019,Winter,04:00:00 PM,1159,1159,0,clear day,
2019,Fall,09:00:00 AM,520,288,232,cloudy,
2019,Spring,12:00:00 PM,1052,590,462,cloudy,
2019,Winter,12:00:00 AM,4,3,1,clear night,
2019,Fall,12:00:00 PM,2491,1122,1369,partly cloudy day,Columbus Day (regional holiday)
2019,Summer,08:00:00 PM,1339,595,744,partly cloudy day,
2019,Spring,01:00:00 PM,2107,958,1149,cloudy,
2019,Spring,05:00:00 PM,3542,1584,1958,clear day,
2019,Fall,01:00:00 PM,1111,506,605,cloudy,
2019,Winter,01:00:00 AM,1,0,1,clear night,
2019,Winter,04:00:00 AM,0,0,0,cloudy,Valentine's Day
2019,Winter,06:00:00 PM,67,59,8,partly cloudy night,
2019,Fall,07:00:00 PM,457,227,230,partly cloudy night,
2019,Winter,01:00:00 AM,10,4,6,rain,
2019,Winter,12:00:00 AM,0,0,0,cloudy,
2019,Winter,05:00:00 AM,4,3,1,cloudy,
2019,Winter,11:00:00 PM,45,45,0,fog,
2019,Spring,09:00:00 AM,711,387,324,partly cloudy day,Tax Day
2019,Summer,03:00:00 AM,9,8,1,clear night,
2019,Summer,01:00:00 PM,1189,506,683,clear day,
2019,Spring,06:00:00 AM,171,70,101,clear day,
2019,Fall,06:00:00 AM,80,47,33,clear night,
2019,Summer,05:00:00 AM,53,43,10,clear night,
2019,Spring,06:00:00 AM,192,91,101,partly cloudy day,
2019,Summer,02:00:00 PM,1996,834,1162,partly cloudy day,
2019,Summer,04:00:00 AM,0,0,0,clear night,
2019,Spring,12:00:00 PM,706,367,339,rain,
2019,Spring,02:00:00 PM,1326,562,764,cloudy,
2019,Spring,01:00:00 AM,0,0,0,partly cloudy night,Tax Day
2019,Fall,11:00:00 PM,10,5,5,clear night,
2019,Fall,08:00:00 PM,31,30,1,partly cloudy night,
2019,Winter,01:00:00 AM,0,0,0,clear night,
2019,Spring,10:00:00 PM,38,19,19,partly cloudy night,
2019,Summer,06:00:00 PM,1585,1006,579,partly cloudy day,
2019,Spring,11:00:00 PM,34,33,1,cloudy,
2019,Winter,01:00:00 PM,3485,1638,1847,partly cloudy day,New Year's Day
2019,Summer,01:00:00 AM,2,1,1,partly cloudy night,
2019,Winter,02:00:00 PM,1282,661,621,partly cloudy day,
2019,Summer,06:00:00 AM,251,146,105,partly cloudy night,
2019,Summer,01:00:00 PM,1692,716,976,clear day,
2019,Fall,12:00:00 PM,1336,563,773,clear day,
2019,Fall,12:00:00 PM,900,401,499,clear day,
2019,Fall,10:00:00 AM,1465,817,648,clear day,
2019,Summer,04:00:00 PM,2167,990,1177,partly cloudy day,
2019,Winter,07:00:00 PM,7,0,7,cloudy,New Year's Eve
2019,Spring,03:00:00 AM,0,0,0,cloudy,
2019,Winter,09:00:00 AM,447,251,196,cloudy,
2019,Summer,04:00:00 PM,2399,1131,1268,partly cloudy day,
2019,Fall,07:00:00 PM,29,26,3,rain,
2019,Summer,07:00:00 PM,2271,941,1330,partly cloudy day,
2019,Fall,04:00:00 PM,2188,1111,1077,clear day,
2019,Fall,09:00:00 PM,10,8,2,cloudy,
2019,Spring,04:00:00 PM,2823,1189,1634,clear day,
2019,Summer,07:00:00 AM,277,119,158,partly cloudy day,
2019,Winter,06:00:00 PM,127,111,16,partly cloudy night,
2019,Spring,04:00:00 AM,0,0,0,clear night,
2019,Spring,05:00:00 AM,18,10,8,partly cloudy night,
2019,Winter,06:00:00 AM,23,18,5,clear night,
2019,Summer,03:00:00 AM,1,0,1,clear night,
2019,Fall,06:00:00 AM,40,30,10,clear night,
2019,Fall,10:00:00 AM,779,458,321,partly cloudy day,
2019,Fall,04:00:00 PM,2026,883,1143,clear day,
2019,Summer,04:00:00 AM,1,1,0,clear night,
2019,Spring,02:00:00 AM,0,0,0,clear night,
2019,Winter,06:00:00 PM,10,8,2,clear night,Christmas Eve
2019,Fall,05:00:00 AM,1,0,1,clear night,
2019,Fall,06:00:00 PM,1142,633,509,cloudy,
2019,Fall,05:00:00 AM,1,0,1,clear night,
2019,Summer,03:00:00 PM,3244,1570,1674,partly cloudy day,
2019,Spring,07:00:00 PM,1088,558,530,partly cloudy day,
2019,Fall,01:00:00 PM,1624,697,927,cloudy,
2019,Summer,01:00:00 AM,2,2,0,clear night,
2019,Summer,04:00:00 PM,1921,897,1024,partly cloudy day,
2019,Fall,08:00:00 PM,49,47,2,clear night,
2019,Winter,06:00:00 AM,9,7,2,clear night,
2019,Winter,05:00:00 PM,221,162,59,rain,
2019,Spring,01:00:00 PM,1044,474,570,snow,
2019,Fall,09:00:00 AM,724,389,335,clear day,
2019,Summer,09:00:00 AM,680,402,278,partly cloudy day,
2019,Summer,07:00:00 AM,241,98,143,partly cloudy day,
2019,Spring,07:00:00 AM,243,114,129,partly cloudy day,
2019,Spring,01:00:00 AM,1,1,0,partly cloudy night,
2019,Spring,06:00:00 AM,93,43,50,cloudy,
2019,Summer,07:00:00 AM,238,124,114,clear day,
2019,Spring,06:00:00 AM,39,20,19,rain,
2019,Summer,08:00:00 PM,908,387,521,clear day,
2019,Winter,07:00:00 AM,182,108,74,clear night,Christmas Eve
2019,Spring,12:00:00 PM,1318,604,714,clear day,
2019,Spring,10:00:00 AM,1732,1002,730,partly cloudy day,
2019,Spring,03:00:00 PM,1662,742,920,clear day,
2019,Winter,12:00:00 AM,0,0,0,partly cloudy night,
2019,Summer,06:00:00 AM,255,102,153,partly cloudy day,
2019,Spring,09:00:00 AM,1086,560,526,clear day,
2019,Winter,10:00:00 PM,43,0,43,clear night,
2019,Fall,10:00:00 AM,915,495,420,clear day,
2019,Spring,11:00:00 AM,1108,563,545,clear day,
2019,Fall,07:00:00 PM,72,70,2,clear night,
2019,Winter,01:00:00 AM,0,0,0,clear night,
2019,Summer,05:00:00 PM,1933,976,957,partly cloudy day,
2019,Spring,09:00:00 PM,33,14,19,partly cloudy night,
2019,Summer,09:00:00 AM,678,361,317,clear day,
2019,Winter,02:00:00 AM,3,0,3,clear night,
2019,Spring,04:00:00 PM,2009,931,1078,partly cloudy day,
2019,Fall,04:00:00 PM,2166,983,1183,partly cloudy day,
2019,Summer,12:00:00 AM,89,82,7,clear night,
2019,Spring,04:00:00 PM,1475,595,880,partly cloudy day,
2019,Summer,11:00:00 AM,1432,704,728,partly cloudy day,
2019,Winter,07:00:00 AM,177,86,91,clear night,
2019,Summer,05:00:00 PM,2121,1105,1016,partly cloudy day,
2019,Summer,11:00:00 AM,1306,654,652,partly cloudy day,
2019,Spring,01:00:00 PM,1223,418,805,cloudy,
2019,Spring,11:00:00 AM,1955,938,1017,clear day,
2019,Winter,05:00:00 PM,402,222,180,partly cloudy night,
2019,Winter,11:00:00 AM,0,0,0,clear day,
2019,Fall,01:00:00 AM,3,0,3,clear night,
2019,Fall,08:00:00 AM,440,205,235,partly cloudy day,
2019,Winter,05:00:00 AM,0,0,0,clear night,
2019,Spring,02:00:00 AM,0,0,0,partly cloudy night,
2019,Summer,09:00:00 AM,692,363,329,clear day,
2019,Summer,10:00:00 AM,1040,562,478,clear day,
2019,Summer,01:00:00 PM,1678,844,834,cloudy,
2019,Spring,05:00:00 AM,50,34,16,clear night,
2019,Summer,08:00:00 AM,112,22,90,rain,
2019,Spring,04:00:00 PM,542,266,276,cloudy,
2019,Summer,12:00:00 AM,2,0,2,clear night,Independence Day
2019,Fall,03:00:00 PM,1337,583,754,clear day,
2019,Fall,06:00:00 PM,2401,1148,1253,clear day,
2019,Spring,04:00:00 AM,1,0,1,clear night,
2019,Spring,04:00:00 AM,0,0,0,clear night,
2019,Fall,01:00:00 PM,2939,1204,1735,clear day,
2019,Summer,06:00:00 AM,38,15,23,fog,
2019,Winter,11:00:00 AM,610,330,280,cloudy,
2019,Fall,08:00:00 AM,476,177,299,clear day,
2019,Fall,04:00:00 AM,2,0,2,clear night,
2019,Spring,08:00:00 PM,63,31,32,cloudy,
2019,Spring,11:00:00 AM,1418,637,781,cloudy,
2019,Spring,06:00:00 PM,251,134,117,rain,Mother's Day
2019,Fall,10:00:00 PM,14,13,1,partly cloudy night,
2019,Spring,09:00:00 AM,570,280,290,cloudy,
2019,Winter,11:00:00 PM,6,3,3,clear night,Martin Luther King Jr. Day
2019,Winter,05:00:00 AM,0,0,0,clear night,
2019,Summer,11:00:00 PM,4,1,3,partly cloudy night,
2019,Spring,07:00:00 AM,112,55,57,partly cloudy night,
2019,Winter,01:00:00 AM,0,0,0,cloudy,
2019,Spring,07:00:00 PM,23,21,2,clear night,
2019,Spring,06:00:00 PM,502,287,215,cloudy,
2019,Spring,11:00:00 PM,9,4,5,partly cloudy night,
2019,Summer,05:00:00 PM,2057,1067,990,partly cloudy day,
2019,Summer,07:00:00 AM,467,186,281,partly cloudy day,
2019,Spring,01:00:00 PM,1267,541,726,clear day,
2019,Summer,01:00:00 PM,1608,651,957,partly cloudy day,
2019,Summer,10:00:00 AM,1635,862,773,partly cloudy day,
2019,Summer,11:00:00 AM,2224,1164,1060,clear day,
2019,Spring,03:00:00 AM,1,0,1,rain,Mother's Day
2019,Spring,10:00:00 PM,16,3,13,clear night,
2019,Fall,03:00:00 AM,0,0,0,partly cloudy night,
2019,Fall,04:00:00 AM,0,0,0,partly cloudy night,
2019,Spring,08:00:00 PM,1346,494,852,partly cloudy day,
2019,Winter,02:00:00 PM,2243,993,1250,partly cloudy day,
2019,Winter,02:00:00 PM,1597,647,950,partly cloudy day,
2019,Winter,01:00:00 PM,951,472,479,partly cloudy day,
2019,Fall,05:00:00 PM,1472,698,774,partly cloudy day,
2019,Fall,10:00:00 AM,1556,945,611,partly cloudy day,
2019,Summer,11:00:00 AM,1660,912,748,partly cloudy day,
2019,Summer,11:00:00 PM,8,3,5,clear night,
2019,Winter,01:00:00 PM,2625,1344,1281,clear day,
2019,Summer,08:00:00 AM,378,209,169,clear day,
2019,Summer,08:00:00 PM,2124,899,1225,clear day,
2019,Spring,06:00:00 PM,2520,1111,1409,partly cloudy day,
2019,Summer,12:00:00 AM,7,2,5,partly cloudy night,
2019,Spring,01:00:00 PM,2477,1117,1360,partly cloudy day,
2019,Spring,06:00:00 PM,141,77,64,cloudy,
2019,Fall,01:00:00 AM,1,0,1,clear night,
2019,Summer,03:00:00 PM,2336,1018,1318,partly cloudy day,
2019,Winter,01:00:00 AM,2,0,2,clear night,
2019,Spring,09:00:00 AM,390,193,197,clear day,
2019,Fall,10:00:00 PM,66,64,2,partly cloudy night,
2019,Summer,01:00:00 PM,1731,757,974,partly cloudy day,
2019,Summer,11:00:00 AM,1198,649,549,cloudy,
2019,Summer,08:00:00 AM,453,152,301,clear day,
2019,Winter,08:00:00 AM,183,88,95,cloudy,
2019,Winter,07:00:00 AM,125,59,66,clear night,
2019,Winter,09:00:00 PM,7,5,2,partly cloudy night,
2019,Fall,12:00:00 PM,2075,864,1211,cloudy,
2019,Spring,11:00:00 PM,1,0,1,partly cloudy night,
2019,Spring,04:00:00 AM,1,0,1,rain,
2019,Summer,12:00:00 AM,1,0,1,clear night,
2019,Summer,06:00:00 PM,2198,1009,1189,clear day,
2019,Winter,10:00:00 PM,1,0,1,partly cloudy night,
2019,Summer,10:00:00 AM,1679,947,732,clear day,
2019,Winter,09:00:00 AM,152,89,63,rain,
2019,Winter,04:00:00 AM,1,0,1,clear night,
2019,Summer,06:00:00 AM,222,88,134,clear night,
2019,Winter,06:00:00 AM,7,6,1,clear night,
2019,Summer,05:00:00 PM,2442,1212,1230,clear day,
2019,Spring,10:00:00 PM,23,21,2,cloudy,
2019,Winter,02:00:00 AM,1,1,0,clear night,
2019,Summer,08:00:00 AM,497,180,317,clear day,
2019,Winter,09:00:00 PM,6,4,2,clear night,
2019,Winter,12:00:00 AM,14,0,14,clear night,
2019,Winter,02:00:00 AM,15,10,5,rain,New Year's Day
2019,Spring,07:00:00 PM,401,227,174,cloudy,
2019,Fall,05:00:00 AM,0,0,0,partly cloudy night,
2019,Fall,09:00:00 PM,8,7,1,clear night,
2019,Fall,05:00:00 PM,82,73,9,cloudy,
2019,Spring,02:00:00 PM,2255,1038,1217,clear day,St. Patrick's Day
2019,Winter,06:00:00 AM,44,24,20,clear night,
2019,Winter,02:00:00 AM,0,0,0,clear night,
2019,Summer,12:00:00 PM,2465,1152,1313,partly cloudy day,
2019,Fall,03:00:00 AM,0,0,0,partly cloudy night,
2019,Spring,09:00:00 AM,822,383,439,clear day,
2019,Winter,02:00:00 AM,0,0,0,cloudy,New Year's Eve
2019,Summer,04:00:00 PM,1697,879,818,partly cloudy day,
2019,Winter,05:00:00 PM,1809,929,880,clear day,
2019,Winter,02:00:00 AM,3,1,2,clear night,
2019,Spring,02:00:00 PM,3169,1381,1788,clear day,
2019,Summer,11:00:00 PM,8,4,4,clear night,
2019,Spring,02:00:00 AM,3,1,2,cloudy,
2019,Spring,11:00:00 AM,1962,1025,937,cloudy,
2019,Spring,01:00:00 AM,2,1,1,cloudy,
2019,Summer,07:00:00 PM,1540,867,673,partly cloudy day,
2019,Winter,02:00:00 PM,891,408,483,rain,
2019,Winter,09:00:00 AM,428,252,176,clear day,
2019,Winter,08:00:00 PM,69,0,69,clear night,
2019,Winter,09:00:00 AM,359,183,176,clear day,
2019,Spring,03:00:00 AM,0,0,0,partly cloudy night,
2019,Summer,12:00:00 AM,62,59,3,clear night,
2019,Winter,12:00:00 AM,7,2,5,,
2019,Summer,02:00:00 AM,1,0,1,partly cloudy night,
2019,Summer,05:00:00 PM,2125,1048,1077,partly cloudy day,
2019,Fall,04:00:00 PM,3127,1245,1882,cloudy,
2019,Fall,08:00:00 PM,9,6,3,clear night,
2019,Summer,02:00:00 AM,0,0,0,partly cloudy night,
2019,Fall,02:00:00 PM,1480,621,859,partly cloudy day,
2019,Summer,07:00:00 AM,267,107,160,partly cloudy day,
2019,Fall,04:00:00 PM,301,162,139,cloudy,
